accession,pubmed_id,pmc_id,raw_file_count,organism,taxids,experiment_types,pub_license,Reannotated,Reannotation_QC,spectral_file_types
PXD000005,22864569.0,PMC4354031,144,Homo sapiens (human),9606,Bottom-up proteomics,CC BY-NC-SA,False,False,RAW
PXD000007,23081703.0,,0,Bos taurus (bovine),9913,Bottom-up proteomics,,False,False,MGF;MTD;SCAN;WIFF
PXD002668,26419333.0,PMC4588595,172,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD001338,26077900.0,,13,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,,False,False,RAW
PXD000009,22994238.0,,35,Mus musculus (mouse),10090,Bottom-up proteomics,,False,False,RAW
PXD001339,25265333.0,,54,Homo sapiens (human),9606,Gel-based experiment,,False,False,RAW
PXD013329,,,24,Oncorhynchus mykiss (rainbow trout) (salmo gairdneri),8022,Shotgun proteomics,,False,False,GZ;MGF;RAW
PXD000006,23606334.0,,56,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,GZ;RAW
PXD002669,26463340.0,PMC4813706,62,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics; Gel-based experiment,CC BY,False,False,7Z;RAW
PXD000013,22874012.0,,8,Homo sapiens (human); Pyrococcus furiosus,9606; 2261,Bottom-up proteomics,,False,False,GZ;RAW
PXD000011,27117477.0,PMC5227094,49,Mus musculus (mouse),10090,Bottom-up proteomics,CC BY,False,False,GZ;RAW
PXD001335,26077900.0,,12,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,,False,False,RAW
PXD000004,22942359.0,,15,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,GZ;RAW
PXD002676,26376097.0,,0,Homo sapiens (human),9606,Shotgun proteomics,,False,False,BAF;GZ
PXD002671,26778144.0,,0,Saccharomyces cerevisiae (baker's yeast),4932,Affinity purification coupled with mass spectrometry proteomics,,False,False,GZ;MGF;SCAN;WIFF
PXD002667,27718580.0,,0,Geobacter sulfurreducens,35554,Shotgun proteomics,,False,False,MTD;SCAN;WIFF
PXD013319,31747680.0,PMC7188312,81,Escherichia coli,562,Shotgun proteomics,NO-CC CODE,False,False,RAW
PXD013330,31332980.0,PMC6658407,74,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,False,False,RAW
PXD013332,31620119.0,PMC6759997,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,MZML
PXD014660,31655121.0,,48,Sorghum bicolor,4558,Top-down proteomics,,False,False,RAW
PXD014645,31492851.0,PMC6731274,5,Rattus rattus (black rat),10117,Gel-based experiment,CC BY,False,False,RAW
PXD013331,,,0,Hordeum vulgare (barley),4513,Shotgun proteomics,,False,False,MGF;SCAN;WIFF
PXD012003,31382537.0,PMC6695883,5,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD001354,25394398.0,,0,Salmo sp.,8031,Gel-based experiment,,False,False,GZ;MZXML;TXT
PXD014646,31883964.0,,24,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD014664,31892161.0,PMC6982205,120,Mus musculus (mouse),10090,Gel-based experiment,CC BY,False,False,RAW;ZIP
PXD000025,23030682.0,,4,Rhodopseudomonas palustris,1076,Bottom-up proteomics,,False,False,GZ;RAW;ZIP
PXD014662,31578229.0,PMC6878006,39,Synechocystis sp. pcc 6803; Bacteria,1148; 2,Shotgun proteomics,CC BY,False,False,RAW
PXD001353,25974414.0,PMC4431475,24,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,GZ;RAW
PXD001350,25477889.0,PMC4235293,18,Glycine max,3847,Gel-free quantification method,CC BY,False,False,MGF;RAW
PXD000023,23985143.0,,112,Escherichia coli o157:h7 (strain tw14359 / ehec),544404,Bottom-up proteomics,,False,False,GZ;RAW
PXD000022,24392111.0,PMC3879278,6,Equus caballus (horse); Mus musculus (mouse); Bos taurus (bovine),9796; 10090; 9913,Bottom-up proteomics,CC BY,False,False,RAW
PXD001356,25315396.0,,0,Cupriavidus metallidurans,119219,Shotgun proteomics,,False,False,ZIP
PXD002686,,,30,Homo sapiens (human),9606,Top-down proteomics,,False,False,RAW
PXD002687,25255805.0,PMC4200515,64,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD001347,27596437.0,PMC5048366,20,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,GZ;RAW
PXD002680,26508704.0,,150,Rattus norvegicus (rat),10116,Shotgun proteomics,,False,False,MZXML;RAW
PXD001352,25475432.0,,52,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,,False,False,RAW
PXD000016,23360181.0,,209,Rhodococcus sp. (strain rha1),101510,Bottom-up proteomics,,False,False,GZ;RAW
PXD000015,,,0,Vitis,3603,Bottom-up proteomics,,False,False,GZ;YEP
PXD012001,,,257,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD002679,26986205.0,PMC4720416,84,Pseudomonas putida (strain bird-1),931281,Shotgun proteomics,CC BY,False,False,GZ;MGF;RAW
PXD000018,,,235,Mus musculus (mouse),10090,Bottom-up proteomics,,False,False,GZ;RAW
PXD001346,27596437.0,PMC5048366,80,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,GZ;RAW
PXD002681,26598645.0,,230,Rattus norvegicus (rat),10116,Shotgun proteomics,,False,False,GZ;MGF;RAW
PXD002678,27146306.0,PMC4857092,27,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW
PXD002677,27255285.0,PMC4891893,111,Saccharopolyspora erythraea (streptomyces erythraeus),1836,Gel-based experiment,CC BY,False,False,GZ;RAW
PXD000021,23307401.0,,16,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,GZ;MGF;RAW
PXD001351,25677556.0,,4,Panicum virgatum (switchgrass),38727,Shotgun proteomics,,False,False,GZ;MGF;RAW
PXD001349,25720653.0,PMC4342551,234,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,False,False,GZ;RAW
PXD000017,22997143.0,,0,Rattus norvegicus (rat),10116,Bottom-up proteomics,,False,False,PKL;ZIP
PXD013321,0.0,,112,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,,False,False,MZXML;RAW
PXD013320,0.0,,113,Ceratopteris richardii,49495,Shotgun proteomics,,False,False,GZ;MZXML;RAW
PXD008831,30595436.0,PMC6375733,53,Xenopus laevis (african clawed frog),8355,Shotgun proteomics,CC BY,False,False,RAW
PXD015980,31653120.0,PMC6861935,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,MGF;SCAN;WIFF
PXD014652,,,24,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD008832,30087585.0,PMC6074037,180,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,GZ;MGF;RAW
PXD008834,31811746.0,,0,Candida albicans (yeast),5476,Shotgun proteomics,,False,False,MZML;SCAN;WIFF
PXD013323,31038978.0,,31,Brassica napus (rape),3708,Shotgun proteomics,,False,False,RAW
PXD008836,29972024.0,PMC6746415,60,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,False,False,GZ;MGF;RAW
PXD013322,0.0,,108,Brassica oleracea var. italica,36774,Shotgun proteomics,,False,False,GZ;MZXML;RAW
PXD001348,25973932.0,PMC4431810,0,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,False,False,GZ
PXD007516,29283389.0,PMC5796028,11,Bos taurus; Bos taurus (bovine),9913; 9913,Top-down proteomics; Shotgun proteomics,CC BY,False,False,RAW
PXD007515,30097533.0,,44,Homo sapiens (human),9606,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,,False,False,RAW
PXD015986,31815942.0,PMC6922451,4,Tetrahymena thermophila,5911,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW
PXD008835,29728570.0,PMC5935685,70,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,False,False,RAW
PXD008844,29941660.0,,24,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,GZ;MGF;RAW
PXD007510,29844191.0,PMC6004456,18,Olavius algarvensis gamma 3 endosymbiont; Olavius algarvensis; Olavius algarvensis delta 1 endosymbiont; Olavius algarvensis delta 4 endosymbiont; Olavius algarvensis gamma 1 endosymbiont; Spirochaeta sp. elba; Chromatiales bacterium oalggamma1,260704; 188229; 334747; 260707; 260705; 1117957; 1123869,Shotgun proteomics,CC BY-NC-ND,False,False,MZML;RAW
PXD012095,,,0,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,,False,False,GZ
PXD012092,31059758.0,,2,Bos taurus (bovine),9913,Shotgun proteomics,,False,False,GZ;MGF;RAW
PXD008827,29760453.0,PMC5951914,81,Komagataella phaffii; Babjeviella inositovora; [candida] boidinii; Lipomyces starkeyi; Kuraishia capsulata; Nakazawaea wickerhamii; Peterozyma xylosa; Ascoidea rubescens; Citeromyces matritensis; Pachysolen tannophilus; Saturnispora dispora; Tortispora caseinolytica; Ambrosiozyma philentoma; Candida parapsilosis; Pichia kudriavzevii; Cyberlindnera jadinii; Ogataea polymorpha; Saccharomycopsis capsularis,460519; 45609; 5477; 29829; 317047; 1538186; 1337056; 54195; 36909; 4918; 29835; 51930; 43984; 5480; 4909; 4903; 460523; 36036,Shotgun proteomics,CC BY,False,False,RAW
PXD015985,31699901.0,,25,Escherichia coli,562,Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,,False,False,RAW
PXD008833,29507079.0,,0,Mus musculus (mouse),10090,Shotgun proteomics; Gel-based experiment,,False,False,MZXML
PXD007511,29720423.0,PMC5988973,8,Mus musculus (mouse),10090,Affinity purification coupled with mass spectrometry proteomics,author_manuscript,False,False,MZXML;RAW
PXD008845,30699108.0,PMC6353070,320,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,False,False,GZ;MGF;RAW
PXD008842,29514927.0,PMC5921570,4,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY-NC-SA,False,False,RAW
PXD015981,31682457.0,,24,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,,False,False,GZ;MGF;MZML;RAW
PXD008829,29632369.0,,2,Pseudomonas aeruginosa pao1,208964,Affinity purification coupled with mass spectrometry proteomics,,False,False,GZ;MGF;RAW
PXD007513,30021884.0,,137,Homo sapiens (human),9606,Chemical cross-linking coupled with mass spectrometry proteomics,,False,False,RAW
PXD008838,31284681.0,PMC6678340,179,Salmo salar (atlantic salmon),8030,Shotgun proteomics,CC BY,False,False,RAW
PXD008839,30040867.0,PMC6075789,12,Trypanosoma brucei,5691,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW
PXD008837,30503828.0,,0,Nicotiana tabacum (common tobacco),4097,Top-down proteomics; Shotgun proteomics,,False,False,MZML;SCAN;WIFF
PXD012090,,,6,Cervus elaphus elaphus; Cervus nippon nippon,43330; 92867,Shotgun proteomics,,False,False,RAW
PXD008851,30134841.0,PMC6103977,36,Bos taurus (bovine),9913,Gel-based experiment,CC BY,False,False,GZ;MGF;MSF;RAW
PXD008840,29520031.0,PMC5843664,1016,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD008853,30707949.0,,5,Sus scrofa domesticus (domestic pig),9825,Shotgun proteomics,,False,False,MGF;RAR;RAW
PXD008843,,,16,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD008855,29773674.0,,4,Homo sapiens (human); Bos taurus (bovine),9606; 9913,Shotgun proteomics,,False,False,GZ;MZML;RAW
PXD012097,,,0,Homo sapiens (human),9606,Shotgun proteomics,,False,False,GZ
PXD008857,30254175.0,,0,Chlamydomonas reinhardtii,3055,Affinity purification coupled with mass spectrometry proteomics,,False,False,MZML
PXD012096,31142788.0,PMC6541657,0,Homo sapiens (human),9606,SWATH MS; Shotgun proteomics,CC BY,False,False,MGF;ZIP
PXD007517,28847647.0,,24,Viridiplantae,33090,Shotgun proteomics,,False,False,MGF;RAW
PXD012094,,,0,Drosophila melanogaster (fruit fly),7227,Top-down proteomics,,False,False,MZML
PXD008858,30150478.0,,0,Fungal sp. 5ol6-6pl1,439733,Shotgun proteomics,,False,False,ZIP
PXD007525,30753445.0,,48,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics; Gel-based experiment,,False,False,MGF;RAW
PXD008856,29674014.0,,18,Bombyx mori (silk moth),7091,Shotgun proteomics,,False,False,RAW
PXD008863,29531219.0,PMC5847541,24,Homo sapiens (human),9606,Gel-based experiment,CC BY,False,False,RAW
PXD007527,29322779.0,,20,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD006200,28561026.0,PMC5460035,1,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW
PXD012099,30604225.0,PMC6514073,12,Drosophila melanogaster (fruit fly),7227,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW
PXD006201,,,645,Homo sapiens (human),9606,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,,False,False,RAW
PXD007535,29610270.0,,68,Homo sapiens (human),9606,SRM/MRM; Shotgun proteomics,,False,False,RAW;SCAN;WIFF
PXD007533,,,36,Bacillus subtilis subsp. subtilis str. 168,224308,Shotgun proteomics,,False,False,RAW
PXD008868,29531219.0,PMC5847541,10,Homo sapiens (human),9606,Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW
PXD007532,29552294.0,PMC5844730,320,Homo sapiens (human),9606,Gel-based experiment,CC BY,False,False,RAW
PXD006205,29896523.0,PMC5996235,18,Bacillus cereus (strain atcc 14579 / dsm 31),226900,Shotgun proteomics,CC BY,False,False,GZ;MGF;RAW
PXD006204,29139296.0,PMC6200353,60,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,False,False,GZ;RAW
PXD006207,28676819.0,PMC5476934,43,Triticum aestivum (wheat),4565,Shotgun proteomics,CC BY,False,False,GZ;MGF;RAW
PXD007538,29501571.0,,32,Homo sapiens (human),9606,mass spectrometry imaging,,False,False,RAW
PXD007537,31445891.0,PMC6721554,20,Mycoplasma pneumoniae (strain atcc 29342 / m129),272634,Top-down proteomics,CC BY-NC-ND,False,False,RAW
PXD008859,29490281.0,PMC5848852,24,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD007529,30816242.0,PMC6395664,45,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD000070,24657495.0,PMC4047622,6,Plasmodium falciparum (isolate 3d7),36329,Bottom-up proteomics,CC BY,False,False,GZ;RAW
PXD000071,23210603.0,,0,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,MTD;SCAN;WIFF
PXD000072,23640497.0,,63,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,GZ;RAW
PXD013390,,,2,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,,False,False,GZ;MGF;MZML;RAW
PXD012060,31195152.0,PMC6699176,72,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,False,False,RAW
PXD000078,23937099.0,,0,Bacillus subtilis subsp. subtilis str. 168,224308,Bottom-up proteomics,,False,False,MGF;MZXML
PXD000073,23387960.0,PMC3585465,14,Mus musculus (mouse),10090,Bottom-up proteomics,NO-CC CODE,False,False,GZ;RAW
PXD012065,,,36,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD012068,31687929.0,PMC6890458,2,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,RAW
PXD013398,31036713.0,PMC6549021,20,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,CC BY-NC-ND,False,False,RAW
PXD013397,31139569.0,PMC6527753,0,Homo sapiens (human),9606,mass spectrometry imaging,CC BY,False,False,MGF;ZIP
PXD012069,32170114.0,PMC7070061,20,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,RAW
PXD000076,23450663.0,,0,Bartonella quintana (rochalimaea quintana); Bartonella quintana jk 31,803; 1134506,Bottom-up proteomics,,False,False,GZ;WIFF
PXD012061,30828972.0,,18,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,,False,False,RAW;ZIP
PXD008860,30467398.0,PMC6250715,1689,Bacillus subtilis subsp. subtilis str. 168,224308,Shotgun proteomics,CC BY,False,False,RAW
PXD000079,23214983.0,,31,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,RAW
PXD012066,,,30,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD012067,31002470.0,,0,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,,False,False,ZIP
PXD013396,31438645.0,PMC6770059,36,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD008801,29857065.0,,28,Enterococcus faecium do,333849,Shotgun proteomics,,False,False,RAW
PXD000083,23258535.0,,2,Avena strigosa (black oat),38783,Bottom-up proteomics,,False,False,GZ;RAW
PXD000082,23933159.0,,0,Halobacterium salinarum; Homo sapiens (human),2242; 9606,Bottom-up proteomics,,False,False,MZXML
PXD008803,30454663.0,,0,Escherichia coli,562,Shotgun proteomics; HDMSE,,False,False,RAR
PXD008802,29615493.0,,54,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD013381,31113953.0,PMC6529429,6,Homo sapiens (human),9606,Top-down proteomics,CC BY,False,False,RAW
PXD013380,31501572.0,,4,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD012058,30916644.0,PMC6497464,168,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,RAW
PXD000089,23312004.0,,290,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,MGF;RAW
PXD012052,30916644.0,PMC6497464,24,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,RAW
PXD012082,31541095.0,PMC6754446,18,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD012056,30824564.0,PMC6396370,0,Mus musculus (mouse),10090,SWATH MS; Shotgun proteomics,CC BY,False,False,RAR
PXD008812,,,22,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,,False,False,RAW
PXD000094,23727365.0,,72,Bacteria,2,Bottom-up proteomics,,False,False,GZ;RAW
PXD012083,31291378.0,PMC6619824,86,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW
PXD012055,31226201.0,PMC6698753,6,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,False,False,RAR;RAW
PXD012053,30916644.0,PMC6497464,6,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,RAW
PXD000095,23905541.0,PMC3787806,4,Streptomyces coelicolor,1902,Bottom-up proteomics,NO-CC CODE,False,False,GZ;RAW
PXD013383,,,134,Clostridium butyricum e4 str. bont e bl5262,632245,Gel-based experiment,,False,False,RAW
PXD012081,31139151.0,PMC6518024,36,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD000090,23828816.0,,10,Bombyx mori (silk moth),7091,Bottom-up proteomics,,False,False,GZ;RAW
PXD008814,30079056.0,PMC6062600,15,Streptococcus pneumoniae serotype 2 (strain d39 / nctc 7466),373153,Shotgun proteomics,CC BY,False,False,RAW
PXD000084,23878156.0,PMC3814894,572,Apis mellifera ligustica (common honeybee) (italian honeybee),7469,Bottom-up proteomics,CC BY-NC,False,False,RAW
PXD012087,31346082.0,,63,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,,False,False,RAW
PXD008806,30729181.0,PMC6361956,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,MGF;SCAN;WIFF
PXD012085,30594576.0,,12,Bos taurus (bovine),9913,Chemical cross-linking coupled with mass spectrometry proteomics,,False,False,RAW
PXD008821,30072576.0,PMC6190714,162,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,False,False,MGF;RAW
PXD012088,30825662.0,,0,Bothrops neuwiedi; Bothrops moojeni; Bothrops insularis; Bothrops cotiara; Bothrops jararacussu; Bothrops leucurus; Acyrthosiphon pisum (pea aphid); Bothrops jararaca (jararaca) (bothrops jajaraca); Bothrops brazili,95648; 98334; 8723; 8727; 8726; 157295; 7029; 8724; 157546,Shotgun proteomics,,False,False,ZIP
PXD008807,30729181.0,PMC6361956,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,MGF;SCAN;WIFF
PXD008820,30072576.0,PMC6190714,192,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,False,False,MGF;RAW
PXD012089,30644754.0,PMC6450748,0,Mus musculus (mouse),10090,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,author_manuscript,False,False,MZXML;XML;ZIP
PXD008805,,,48,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD008823,30072576.0,PMC6190714,11,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,False,False,MGF;RAW
PXD012086,31314937.0,,10,Morchella importuna,1174673,Shotgun proteomics,,False,False,RAW
PXD008808,0.0,,6,Tursiops truncatus (atlantic bottle-nosed dolphin) (delphinus truncatus),9739,Shotgun proteomics,,False,False,GZ;MGF;RAW
PXD008822,30072576.0,PMC6190714,255,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,False,False,MGF;RAW
